Publication Year;Title;Author;Venue;Included?;IC1;IC2;IC3;EC1;EC2;EC3;EC4;EC5;EC6;Source;Rationale;;
2021;A machine learning-based approach to identify unlawful practices in online terms of service: analysis, implementation and evaluation;Alfonso Guarino, Nicola Lettieri, Delfina Malandrino, Rocco Zaccagnino ;Neural Computing and Applications ;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2020;On Analyzing Third-party Tracking via Machine Learning.;Alfonso Guarino, Delfina Malandrino, Rocco Zaccagnino, Federico Cozza, Antonio Rapuano;ICISSP, 2020;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2020;On Landing and Internal Web Pages: The Strange Case of Jekyll and Hyde in Web Performance Measurement;Waqar Aqeel, Balakrishnan Chandrasekaran, Anja Feldmann, Bruce M. Maggs;IMC 20;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on mobile web apps, its a secondary study.;;
2021;Usage impact on data center electricity needs: A system dynamic forecasting model;M Koot, F Wijnhoven ;Applied Energy;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2020;BrezeFlow: unified debugger for Android CPU power governors and schedulers on edge devices;Alexander Hoffman, Anuj Pathania, Philipp H. Kindt, Samarjit Chakraborty, Tulika Mitra;57th ACM/IEEE Design Automation Conference;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2021;A variegated look at 5G in the wild: performance, power, and QoE implications;"Arvind Narayanan, Xumiao Zhang, Ruiyang Zhu, Ahmad Hassan, Shuowei Jin, Xiao Zhu,
Xiaoxuan Zhang, Denis Rybkin, Zhengxuan Yang, Z. Morley Mao, Feng Qian, Zhi-Li Zhang";SIGCOMM 2021;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2020;Optimizing IoT and Web Traffic Using Selective Edge Compression;Margaret Martonosi, Kelly Shaw, Margaret Martonosi;Airxv;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web, not peer reviewed;;
2021;Performance Evaluation of Web Traffic Transmission in Centralized Wireless Networks;A. A. Chemodanov, T. S. Klimov, O. A. Nesterenkov, I. A. Pastushok;WECONF;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2020;Mind the delay: the adverse effects of delay-based TCP on HTTP;Neil Agarwal, Matteo Varvello, Andrius Aucinas, Fabián Bustamante, Ravi Netravali;16th International Conference on emerging Networking EXperiments and Technologies;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2020;Mobile Media Usability: Evaluation of Methods for Adaptation and User Engagement;Christian Sonnenberg ;Journal of Media Management and Entrepreneurship (JMME) ;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2021;WebOptProfiler: Providing performance clarity for Mobile Webpage Optimizations;Ghulam Murtaza, Theophilus A. Benson;22nd International Workshop on Mobile Computing Systems and Applications;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;Updated 1st round forward Snowballing;;;
2020;Green software: Refactoring approach;R Sehgal, D Mehrotra, R Nagpal, R Sharma ;;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2021;Presence and Performance of Mobile Development Approaches;A Biorn-Hansen ;PhD Thesis;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;Updated 1st round forward Snowballing;Not peer reviewed;;
2020;Digital Transformation in the Event Industry;I Karamitsos, M Salama;Event Project Management;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2021;Auto-icon: An automated code generation tool for icon designs assisting in ui development;Sidong Feng, Suyu Ma, Jinzhong Yu, Chunyang Chen, TingTing Zhou, Yankun Zhen;26th International Conference on Intelligent User Interfaces;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2020;Energy efficient adaptation engines for android applications;A Cañete, JM Horcas, I Ayala, L Fuentes ;Information and Software Technology;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2021;Generation of realistic cloud access times for mobile application testing using transfer learning;MR Rege, V Handziski, A Wolisz;Computer Communications;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2021;Impact of Response Latency on User Behaviour in Mobile Web Search;I Arapakis, S Park, M Pielot ;2021 Conference on Human Information Interaction and Retrieval;No;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2021;Optimizing Energy Consumption of Mobile Games;Yonghun Choi, Seonghoon Park, Seunghyeok Jeon, Rhan Ha, Hojung Cha;IEEE Transactions on Mobile Computing ;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is on mobile game apps;;
2021;PWA vs the Others: A Comparative Study on the UI Energy-Efficiency of Progressive Web Apps;S Huber, L Demetz, M Felderer -;ICWE 2021;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;;;
2021;Exploring research hypotheses in green computing;I Hamizi, Z Kholmatova, G Succi ;Journal of Smart Environments and Green Computing;No;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on mobile web apps, its a secondary study.;;
2021;A comparison of Hybrid and Progressive Web Applications for the Android platform;D Eleskovic;Bachelor Thesis;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;VERO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web, not peer reviewed;;
2020;VARTTA: A Visual Analytics System for Making Sense of Real-Time Twitter Data ;Amir Haghighati, Kamran Sedig;Data;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is not on the mobile web;;
2021;The Impact of Instant Messaging on the Energy Consumption of Android Devices;Stylianos Rammos, Mansi Mundra, Guijing Xu, Chuyi Tong, Wojciech Ziolkowski, Ivano Malavolta;8th International Conference on Mobile Software Engineering and Systems;No;FALSO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Updated 1st round forward Snowballing;Focus is on messaging apps;;
2017;Taxonomy of cross-platform mobile applications development approaches.;El-Kassas, W.S., Abdullah, B.A., Yousef, A.H., Wahba, A.M.;Ain Shams Eng. J.;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2012;Evaluating cross-platform development approaches for mobile applications.;Cordeiro, J., Krempels, K.;WEBIST 2012;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2015;Modeling, profiling, and debugging the energy consumption of mobile devices.;Hoque, M.A., Siekkinen, M., Khan, K.N., Xiao, Y., Tarkoma, S.;ACM Comput. Surv. 48;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2013;Real challenges in mobile app development.;Joorabchi, M.E., Mesbah, A., Kruchten, P.;2013 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2017;Comprehensive analysis of innovative cross-platform app development frameworks.;Majchrzak, T.A., Biørn-Hansen, A., Grønli, T.M.;0th Hawaii International Conference on System Sciences;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2017;A study on the energy consumption of android app development approaches.;Oliveira, W., Oliveira, R., Castor, F.;14th International Conference on Mining Software Repositories;No;FALSO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
2012;Where is the energy spent inside my app? fine grained energy accounting on smartphones with Eprof.;Pathak, A., Hu, Y.C., Zhang, M.;7th ACM European conference on Computer Systems;No;FALSO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
2014;Mining questions about software energy consumption;Pinto, G., Castor, F., Liu, Y.D.;11th Working Conference on Mining Software Repositories;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
2019;Power consumption analysis, measurement, management, and issues: a state-of-the-art review of smartphone battery and energy usage.;Pramanik, P.K.D., et al.;IEEE Access 7;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web, its a secondary study;;
2006;Energy-efficient graphical user interface design.;Vallerio,K.S.,Zhong,L.,Jha,N.K.;IEEE Trans. Mob. Comput. 5;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
2013;Energy consumption and efficiency in mobile applications: a user feedback study.;;2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing.;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
2016;A view from the other side: Understanding mobile phone characteristics in the developing world.;Sohaib Ahmad, AbdulLateef Haamid, Zafar Ayyub Qazi,Zhenyu Zhou, Theophilus Benson, and Ihsan Ayyub Qazi.;Internet Measurement Conference;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
2020;JSCleaner: De-Cluttering Mobile Webpages Through JavaScript Cleanup.;Moumena Chaqfeh, Yasir Zaki, Jacinta Hu, and Lakshmi Subramanian.;The Web Conference 2020;No;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;2nd round backward snowballing;Main contribution is not an empirical evaluation;;
2017;Improving User Perceived Page Load Times Using Gaze;Conor Kelton, Jihoon Ryoo, Aruna Balasubramanian, and Samir R Das. ;NSDI ;No;FALSO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;2nd round backward snowballing;Focus is not on the mobile web;;
2018;Vesper: Measuring time-to-interactivity for web pages.;Ravi Netravali, Vikram Nathan, James Mickens, Hari Balakrishnan;15th {USENIX} Symposium on Networked Systems Design and Implementation ({NSDI};No;FALSO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;2nd round backward snowballing;Focus is not on the mobile web;;
2016;WebGazer: Scalable Webcam Eye Tracking Using User Interactions.;Alexandra Papoutsaki, Patsorn Sangkloy, James Laskey, Nediyana Daskalova, Jeff Huang, and James Hays.;25th International Joint Conference on Artificial Intelligence (IJCAI);No;FALSO;VERO;VERO;FALSO;VERO;FALSO;FALSO;FALSO;VERO;2nd round backward snowballing;Full text not available;;
2016;EYEORG: A Platform For Crowdsourcing Web Quality Of Experience Measurements.;Matteo Varvello, Jeremy Blackburn, David Naylor, and Konstantina Papa- giannaki.;12th International on Conference on Emerging Networking EXperiments and Technologies;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
2018;A tale of two fashions: An empirical study on the performance of native apps and web apps on android;Y. Ma, X. Liu, Y. Liu, Y. Liu, and G. Huang;IEEE Transactions on Mobile Computing;Yes;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;;;
2016;Voting with their feet: Inferring user preferences from app management activities;H.Li, W.Ai, X.Liu, J.Tang, G.Huang, F.Feng, Q.Mei;25th International Conference on World Wide Web;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2018;Understanding diverse usage patterns from large-scale appstore-service profiles;X. Liu, H. Li, X. Lu, T. Xie, Q. Mei, F. Feng, and H. Mei;IEEE Transactions on Software Engineering;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2017;Rico: A mobile app dataset for building data-driven design applications;B. Deka, Z. Huang, C. Franzen, J. Hibschman, D. Afergan, Y. Li, J. Nichols, and R. Kumar;30th Annual ACM Symposium on User Interface Software and Technology;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2011;Web content cartography;B. Ager, W. Mu ̈hlbauer, G. Smaragdakis, and S. Uhlig;11th ACM SIGCOMM Internet Measurement Conference;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
2016;Httpdissect: Detailed performance analysis of HTTP web browsing traffic in TDMA mesh networks;V.Sevani, B.Raman;IEEE Transactions on Mobile Computing ;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Main contribution is not an empirical evaluation;;
2015;Rethinking energy-performance trade-off in mobile web page loading;D. H. Bui, Y. Liu, H. Kim, I. Shin, and F. Zhao;21st Annual International Conference on Mobile Computing and Networking;No;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Main contribution is not an empirical evaluation;;
2017;Experience: An open platform for experimentation with commercial mobile broadband networks;O ̈.Alay,A.Lutu,M.P.Quiro ́s,V.Mancuso,T.Hirsch,K.Evensen, A. F. Hansen, S. Alfredsson, J. Karlsson, A. Brunstro ̈m, A. S. Khatouni, M. Mellia, and M. A. Marsan;23rd Annual International Conference on Mobile Computing and Networking;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2013;Unauthorized origin crossing on mobile platforms: threats and mitigation;R. Wang, L. Xing, X. Wang, and S. Chen;ACM SIGSAC Conference on Computer and Communica- tions Security;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2013;Fine-grained access control for html5-based mobile applications in android;X. Jin, L. Wang, T. Luo, and W. Du;16th International Conference on the Information Security;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2014;Code injection attacks on html5-based mobile apps: Characterization, detection and mitigation;X. Jin, X. Hu, K. Ying, W. Du, H. Yin, and G. N. Peri;ACM SIGSAC Conference on Computer and Communications Security;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2014;Breaking and fixing origin-based access control in hybrid web/mobile application frameworks;M. Georgiev, S. Jana, and V. Shmatikov;21st Annual Network and Distributed System Security Symposium;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2011;Attacks on webview in the android system;T.Luo, H.Hao, W.Du, Y.Wang, and H.Yin;27th Annual Computer Security Applications Conference;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2013;Access control to prevent attacks exploiting vulnerabilities of webview in android OS;J. Yu and T. Yamauchi;10th IEEE International Conference on High Performance Computing and Communications & 2013 IEEE International Conference on Em- bedded and Ubiquitous Computing;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2017;Vroom: Accelerating the mobile web with server-aided dependency resolution;V. Ruamviboonsuk, R. Netravali, M. Uluyol, and H. V. Madhyastha;Proc. Conf. ACM Special Interest Group on Data Communication;No;VERO;VERO;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERO;2nd round backward snowballing;Main contribution is not an empirical evaluation;;
2012;How far can client-only solutions go for mobile browser speed?;Z. Wang, F. X. Lin, L. Zhong, and M. Chishtie;21st Int. Conf. World Wide Web;No;VERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Does not present experiments;;
2017;Perceived performance of top retail webpages in the wild: insights from large-scale crowdsourcing of above-the- fold QoE;Q. Gao, P. Dey, and P. Ahammad,;Workshop on QoE-based Analysis and Management of Data Communication Networks;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Main contribution is not an empirical evaluation;;
2019;Kaleidoscope: A crowdsourcing testing tool for web quality of experience;P. Wang, M. Varvello, and A. Kuzmanovic;39th Int. Conf. Distributed Computing Systems;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Main contribution is not an empirical evaluation;;
2016;Measuring the quality of experience of web users;E. Bocchi, L. De Cicco, and D. Rossi;ACM SIGCOMM Computer Communication Review;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
2018;Narrowing the gap between QoS metrics and Web QoE using above-the-fold metrics;D. N. da Hora, A. S. Asrese, V. Christophides, R. Teixeira, and D. Rossi,;Int. Conf. Passive and Active Network Measurement;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2nd round backward snowballing;Focus is not on the mobile web;;
